,site_code,publish_time,province,city,PM2_5,SO2_1,NO2_1,CO_1,O3_1,PM10_1,PM2_5_1,wind_power_1,wind_direction_1,temperature_1,relative_humidity_1,precipitation_1,SO2_2,NO2_2,CO_2,O3_2,PM10_2,PM2_5_2,wind_power_2,wind_direction_2,temperature_2,relative_humidity_2,precipitation_2,SO2_3,NO2_3,CO_3,O3_3,PM10_3,PM2_5_3,wind_power_3,wind_direction_3,temperature_3,relative_humidity_3,precipitation_3,PM2_5_pred
6652,1976A,2015-12-29 04:00:00,山东省,招远市,145,52,37,1.073,15,73,48,4.0,336.4545,0.6364,75.0,0.0,24,11,0.33,61,41,13,4.0,336.4545,0.6364,75.0,0.0,24,80,3.179,4,247,158,4.0,336.4545,0.6364,75.0,0.0,109.47414
6660,1976A,2015-12-29 12:00:00,山东省,招远市,184,59,33,0.984,54,137,74,4.0,336.4545,0.6364,75.0,0.0,12,18,0.433,58,48,16,4.0,336.4545,0.6364,75.0,0.0,78,51,2.258,25,300,222,4.0,336.4545,0.6364,75.0,0.0,86.95201
6676,1976A,2015-12-30 04:00:00,山东省,招远市,153,23,45,1.694,18,198,145,4.0,336.4545,0.6364,75.0,0.0,52,37,1.073,15,73,48,4.0,336.4545,0.6364,75.0,0.0,24,11,0.33,61,41,13,4.0,336.4545,0.6364,75.0,0.0,80.07794
6684,1976A,2015-12-30 12:00:00,山东省,招远市,230,68,55,1.814,51,295,184,4.0,336.4545,0.6364,75.0,0.0,59,33,0.984,54,137,74,4.0,336.4545,0.6364,75.0,0.0,12,18,0.433,58,48,16,4.0,336.4545,0.6364,75.0,0.0,89.87941
6700,1976A,2015-12-31 04:00:00,山东省,招远市,57,16,58,2.459,4,216,153,4.0,336.4545,0.6364,75.0,0.0,23,45,1.694,18,198,145,4.0,336.4545,0.6364,75.0,0.0,52,37,1.073,15,73,48,4.0,336.4545,0.6364,75.0,0.0,173.01064
6708,1976A,2015-12-31 12:00:00,山东省,招远市,66,64,70,2.044,12,341,230,4.0,336.4545,0.6364,75.0,0.0,68,55,1.814,51,295,184,4.0,336.4545,0.6364,75.0,0.0,59,33,0.984,54,137,74,4.0,336.4545,0.6364,75.0,0.0,209.63452
7276,1648A,2015-12-27 04:00:00,山东省,潍坊市,10,47,45,1.836,28,253,188,1.75,172.875,-0.375,82.125,0.0,28,39,2.062,38,222,151,1.625,180.875,-0.875,93.125,0.0,104,66,3.034,25,474,355,2.25,284.125,0.0,94.875,0.0,108.80406
7284,1648A,2015-12-27 12:00:00,山东省,潍坊市,23,102,59,2.736,41,391,213,4.25,54.75,6.0,60.75,0.0,60,39,2.43,75,367,311,3.625,211.75,5.125,64.125,0.0,85,66,4.114,41,485,405,2.375,292.1429,2.0,82.25,0.0,107.843094
7300,1648A,2015-12-28 04:00:00,山东省,潍坊市,27,32,9,0.52,66,37,10,3.625,41.75,-3.625,59.625,0.0,47,45,1.836,28,253,188,1.75,172.875,-0.375,82.125,0.0,28,39,2.062,38,222,151,1.625,180.875,-0.875,93.125,0.0,55.135494
7308,1648A,2015-12-28 12:00:00,山东省,潍坊市,152,38,13,0.564,66,61,23,3.375,188.875,-0.75,50.625,0.0,102,59,2.736,41,391,213,4.25,54.75,6.0,60.75,0.0,60,39,2.43,75,367,311,3.625,211.75,5.125,64.125,0.0,93.089264
7324,1648A,2015-12-29 04:00:00,山东省,潍坊市,169,23,29,0.919,31,74,27,0.5,204.0,-5.25,74.25,0.0,32,9,0.52,66,37,10,3.625,41.75,-3.625,59.625,0.0,47,45,1.836,28,253,188,1.75,172.875,-0.375,82.125,0.0,128.15208
7332,1648A,2015-12-29 12:00:00,山东省,潍坊市,154,190,51,2.273,43,277,152,2.875,282.625,2.0,45.0,0.0,38,13,0.564,66,61,23,3.375,188.875,-0.75,50.625,0.0,102,59,2.736,41,391,213,4.25,54.75,6.0,60.75,0.0,142.16272
7348,1648A,2015-12-30 04:00:00,山东省,潍坊市,134,60,43,1.962,22,243,169,0.625,172.625,-4.125,80.875,0.0,23,29,0.919,31,74,27,0.5,204.0,-5.25,74.25,0.0,32,9,0.52,66,37,10,3.625,41.75,-3.625,59.625,0.0,160.20097
7356,1648A,2015-12-30 12:00:00,山东省,潍坊市,222,63,28,1.286,61,199,154,3.25,210.625,5.25,55.625,0.0,190,51,2.273,43,277,152,2.875,282.625,2.0,45.0,0.0,38,13,0.564,66,61,23,3.375,188.875,-0.75,50.625,0.0,184.09502
7372,1648A,2015-12-31 04:00:00,山东省,潍坊市,322,48,43,1.818,22,176,134,0.75,197.5,-2.125,90.25,0.0,60,43,1.962,22,243,169,0.625,172.625,-4.125,80.875,0.0,23,29,0.919,31,74,27,0.5,204.0,-5.25,74.25,0.0,226.08723
7380,1648A,2015-12-31 12:00:00,山东省,潍坊市,352,105,47,2.21,41,305,222,3.375,309.125,4.5,63.5,0.0,63,28,1.286,61,199,154,3.25,210.625,5.25,55.625,0.0,190,51,2.273,43,277,152,2.875,282.625,2.0,45.0,0.0,212.58699
7948,1650A,2015-12-27 04:00:00,山东省,潍坊市,12,40,62,1.764,16,203,163,1.75,172.875,-0.375,82.125,0.0,23,54,2.055,16,168,127,1.625,180.875,-0.875,93.125,0.0,93,82,3.084,6,423,317,2.25,284.125,0.0,94.875,0.0,107.94406
7956,1650A,2015-12-27 12:00:00,山东省,潍坊市,19,82,91,2.911,27,285,211,4.25,54.75,6.0,60.75,0.0,59,52,2.487,63,343,275,3.625,211.75,5.125,64.125,0.0,86,93,4.237,23,450,362,2.375,292.1429,2.0,82.25,0.0,108.14534
7972,1650A,2015-12-28 04:00:00,山东省,潍坊市,36,41,6,0.3720000000000001,57,32,12,3.625,41.75,-3.625,59.625,0.0,40,62,1.764,16,203,163,1.75,172.875,-0.375,82.125,0.0,23,54,2.055,16,168,127,1.625,180.875,-0.875,93.125,0.0,54.972332
7980,1650A,2015-12-28 12:00:00,山东省,潍坊市,127,26,10,0.391,59,49,19,3.375,188.875,-0.75,50.625,0.0,82,91,2.911,27,285,211,4.25,54.75,6.0,60.75,0.0,59,52,2.487,63,343,275,3.625,211.75,5.125,64.125,0.0,82.03781
7996,1650A,2015-12-29 04:00:00,山东省,潍坊市,161,22,42,0.836,15,48,36,0.5,204.0,-5.25,74.25,0.0,41,6,0.3720000000000001,57,32,12,3.625,41.75,-3.625,59.625,0.0,40,62,1.764,16,203,163,1.75,172.875,-0.375,82.125,0.0,129.84291
8004,1650A,2015-12-29 12:00:00,山东省,潍坊市,132,173,75,2.196,30,186,127,2.875,282.625,2.0,45.0,0.0,26,10,0.391,59,49,19,3.375,188.875,-0.75,50.625,0.0,82,91,2.911,27,285,211,4.25,54.75,6.0,60.75,0.0,119.747986
8020,1650A,2015-12-30 04:00:00,山东省,潍坊市,137,60,64,2.016,5,193,161,0.625,172.625,-4.125,80.875,0.0,22,42,0.836,15,48,36,0.5,204.0,-5.25,74.25,0.0,41,6,0.3720000000000001,57,32,12,3.625,41.75,-3.625,59.625,0.0,152.9039
8028,1650A,2015-12-30 12:00:00,山东省,潍坊市,204,57,36,0.952,31,183,132,3.25,210.625,5.25,55.625,0.0,173,75,2.196,30,186,127,2.875,282.625,2.0,45.0,0.0,26,10,0.391,59,49,19,3.375,188.875,-0.75,50.625,0.0,160.49294
8044,1650A,2015-12-31 04:00:00,山东省,潍坊市,279,28,53,1.57,5,149,137,0.75,197.5,-2.125,90.25,0.0,60,64,2.016,5,193,161,0.625,172.625,-4.125,80.875,0.0,22,42,0.836,15,48,36,0.5,204.0,-5.25,74.25,0.0,227.81133
8052,1650A,2015-12-31 12:00:00,山东省,潍坊市,302,97,64,2.0540000000000003,24,252,204,3.375,309.125,4.5,63.5,0.0,57,36,0.952,31,183,132,3.25,210.625,5.25,55.625,0.0,173,75,2.196,30,186,127,2.875,282.625,2.0,45.0,0.0,170.53021
8620,1652A,2015-12-27 04:00:00,山东省,潍坊市,11,40,52,1.536,14,229,169,1.75,172.875,-0.375,82.125,0.0,19,55,3.0810000000000004,4,233,193,1.625,180.875,-0.875,93.125,0.0,75,74,2.48,4,577,402,2.25,284.125,0.0,94.875,0.0,107.11104
8628,1652A,2015-12-27 12:00:00,山东省,潍坊市,19,45,75,3.318,20,445,378,4.25,54.75,6.0,60.75,0.0,57,51,2.282,48,380,305,3.625,211.75,5.125,64.125,0.0,68,76,4.055,27,495,379,2.375,292.1429,2.0,82.25,0.0,142.76878
8644,1652A,2015-12-28 04:00:00,山东省,潍坊市,41,30,12,0.496,38,36,11,3.625,41.75,-3.625,59.625,0.0,40,52,1.536,14,229,169,1.75,172.875,-0.375,82.125,0.0,19,55,3.0810000000000004,4,233,193,1.625,180.875,-0.875,93.125,0.0,53.885082
8652,1652A,2015-12-28 12:00:00,山东省,潍坊市,126,25,8,0.35700000000000004,52,58,19,3.375,188.875,-0.75,50.625,0.0,45,75,3.318,20,445,378,4.25,54.75,6.0,60.75,0.0,57,51,2.282,48,380,305,3.625,211.75,5.125,64.125,0.0,58.543804
8668,1652A,2015-12-29 04:00:00,山东省,潍坊市,190,25,47,1.089,3,68,41,0.5,204.0,-5.25,74.25,0.0,30,12,0.496,38,36,11,3.625,41.75,-3.625,59.625,0.0,40,52,1.536,14,229,169,1.75,172.875,-0.375,82.125,0.0,146.15663
8676,1652A,2015-12-29 12:00:00,山东省,潍坊市,122,155,58,1.967,27,224,126,2.875,282.625,2.0,45.0,0.0,25,8,0.35700000000000004,52,58,19,3.375,188.875,-0.75,50.625,0.0,45,75,3.318,20,445,378,4.25,54.75,6.0,60.75,0.0,150.10498
8692,1652A,2015-12-30 04:00:00,山东省,潍坊市,171,52,62,2.623,3,299,190,0.625,172.625,-4.125,80.875,0.0,25,47,1.089,3,68,41,0.5,204.0,-5.25,74.25,0.0,30,12,0.496,38,36,11,3.625,41.75,-3.625,59.625,0.0,190.83398
8700,1652A,2015-12-30 12:00:00,山东省,潍坊市,250,54,35,1.054,39,227,122,3.25,210.625,5.25,55.625,0.0,155,58,1.967,27,224,126,2.875,282.625,2.0,45.0,0.0,25,8,0.35700000000000004,52,58,19,3.375,188.875,-0.75,50.625,0.0,166.51678
8716,1652A,2015-12-31 04:00:00,山东省,潍坊市,389,24,47,3.123,3,224,171,0.75,197.5,-2.125,90.25,0.0,52,62,2.623,3,299,190,0.625,172.625,-4.125,80.875,0.0,25,47,1.089,3,68,41,0.5,204.0,-5.25,74.25,0.0,228.26714
8724,1652A,2015-12-31 12:00:00,山东省,潍坊市,274,99,64,1.962,15,357,250,3.375,309.125,4.5,63.5,0.0,54,35,1.054,39,227,122,3.25,210.625,5.25,55.625,0.0,155,58,1.967,27,224,126,2.875,282.625,2.0,45.0,0.0,208.16087
9292,2876A,2015-12-27 04:00:00,山东省,潍坊市,11,120,58,1.64,25,255,201,1.75,172.875,-0.375,82.125,0.0,84,56,2.088,32,284,213,1.625,180.875,-0.875,93.125,0.0,120,102,3.182,14,429,321,2.25,284.125,0.0,94.875,0.0,114.33278
9300,2876A,2015-12-27 12:00:00,山东省,潍坊市,25,78,78,2.629,36,348,269,4.25,54.75,6.0,60.75,0.0,86,57,2.283,61,398,351,3.625,211.75,5.125,64.125,0.0,84,84,4.041,38,427,363,2.375,292.1429,2.0,82.25,0.0,136.23643
9316,2876A,2015-12-28 04:00:00,山东省,潍坊市,66,22,16,0.32,52,41,11,3.625,41.75,-3.625,59.625,0.0,120,58,1.64,25,255,201,1.75,172.875,-0.375,82.125,0.0,84,56,2.088,32,284,213,1.625,180.875,-0.875,93.125,0.0,54.76269
9324,2876A,2015-12-28 12:00:00,山东省,潍坊市,161,26,8,0.304,65,39,25,3.375,188.875,-0.75,50.625,0.0,78,78,2.629,36,348,269,4.25,54.75,6.0,60.75,0.0,86,57,2.283,61,398,351,3.625,211.75,5.125,64.125,0.0,78.50496
9340,2876A,2015-12-29 04:00:00,山东省,潍坊市,168,0,52,0.838,16,110,66,0.5,204.0,-5.25,74.25,0.0,22,16,0.32,52,41,11,3.625,41.75,-3.625,59.625,0.0,120,58,1.64,25,255,201,1.75,172.875,-0.375,82.125,0.0,146.2704
9348,2876A,2015-12-29 12:00:00,山东省,潍坊市,168,176,80,2.129,34,244,161,2.875,282.625,2.0,45.0,0.0,26,8,0.304,65,39,25,3.375,188.875,-0.75,50.625,0.0,78,78,2.629,36,348,269,4.25,54.75,6.0,60.75,0.0,149.99321
9364,2876A,2015-12-30 04:00:00,山东省,潍坊市,147,128,64,1.517,14,219,168,0.625,172.625,-4.125,80.875,0.0,0,52,0.838,16,110,66,0.5,204.0,-5.25,74.25,0.0,22,16,0.32,52,41,11,3.625,41.75,-3.625,59.625,0.0,166.07385
9372,2876A,2015-12-30 12:00:00,山东省,潍坊市,248,100,38,1.02,57,256,168,3.25,210.625,5.25,55.625,0.0,176,80,2.129,34,244,161,2.875,282.625,2.0,45.0,0.0,26,8,0.304,65,39,25,3.375,188.875,-0.75,50.625,0.0,196.42581
9388,2876A,2015-12-31 04:00:00,山东省,潍坊市,374,87,68,1.779,14,193,147,0.75,197.5,-2.125,90.25,0.0,128,64,1.517,14,219,168,0.625,172.625,-4.125,80.875,0.0,0,52,0.838,16,110,66,0.5,204.0,-5.25,74.25,0.0,220.56187
9396,2876A,2015-12-31 12:00:00,山东省,潍坊市,402,93,70,1.938,34,341,248,3.375,309.125,4.5,63.5,0.0,100,38,1.02,57,256,168,3.25,210.625,5.25,55.625,0.0,176,80,2.129,34,244,161,2.875,282.625,2.0,45.0,0.0,227.29832
9964,2877A,2015-12-27 04:00:00,山东省,潍坊市,9,45,58,1.64,18,264,171,1.75,172.875,-0.375,82.125,0.0,17,49,1.904,21,264,177,1.625,180.875,-0.875,93.125,0.0,77,69,2.525,16,517,400,2.25,284.125,0.0,94.875,0.0,107.95961
9972,2877A,2015-12-27 12:00:00,山东省,潍坊市,27,93,74,2.373,35,364,230,4.25,54.75,6.0,60.75,0.0,64,50,2.102,71,363,269,3.625,211.75,5.125,64.125,0.0,46,78,3.706,21,534,402,2.375,292.1429,2.0,82.25,0.0,105.32645
9988,2877A,2015-12-28 04:00:00,山东省,潍坊市,39,25,8,0.411,58,0,9,3.625,41.75,-3.625,59.625,0.0,45,58,1.64,18,264,171,1.75,172.875,-0.375,82.125,0.0,17,49,1.904,21,264,177,1.625,180.875,-0.875,93.125,0.0,54.41476
9996,2877A,2015-12-28 12:00:00,山东省,潍坊市,128,32,10,0.442,62,68,27,3.375,188.875,-0.75,50.625,0.0,93,74,2.373,35,364,230,4.25,54.75,6.0,60.75,0.0,64,50,2.102,71,363,269,3.625,211.75,5.125,64.125,0.0,89.51335
10012,2877A,2015-12-29 04:00:00,山东省,潍坊市,167,25,45,0.7490000000000001,13,83,39,0.5,204.0,-5.25,74.25,0.0,25,8,0.411,58,0,9,3.625,41.75,-3.625,59.625,0.0,45,58,1.64,18,264,171,1.75,172.875,-0.375,82.125,0.0,143.81903
10020,2877A,2015-12-29 12:00:00,山东省,潍坊市,141,163,70,2.306,32,231,128,2.875,282.625,2.0,45.0,0.0,32,10,0.442,62,68,27,3.375,188.875,-0.75,50.625,0.0,93,74,2.373,35,364,230,4.25,54.75,6.0,60.75,0.0,144.0542
10036,2877A,2015-12-30 04:00:00,山东省,潍坊市,123,54,54,1.871,12,268,167,0.625,172.625,-4.125,80.875,0.0,25,45,0.7490000000000001,13,83,39,0.5,204.0,-5.25,74.25,0.0,25,8,0.411,58,0,9,3.625,41.75,-3.625,59.625,0.0,164.7153
10044,2877A,2015-12-30 12:00:00,山东省,潍坊市,264,63,36,1.055,53,209,141,3.25,210.625,5.25,55.625,0.0,163,70,2.306,32,231,128,2.875,282.625,2.0,45.0,0.0,32,10,0.442,62,68,27,3.375,188.875,-0.75,50.625,0.0,178.74062
10060,2877A,2015-12-31 04:00:00,山东省,潍坊市,373,37,53,1.381,13,193,123,0.75,197.5,-2.125,90.25,0.0,54,54,1.871,12,268,167,0.625,172.625,-4.125,80.875,0.0,25,45,0.7490000000000001,13,83,39,0.5,204.0,-5.25,74.25,0.0,222.35973
10068,2877A,2015-12-31 12:00:00,山东省,潍坊市,352,101,67,1.957,28,388,264,3.375,309.125,4.5,63.5,0.0,63,36,1.055,53,209,141,3.25,210.625,5.25,55.625,0.0,163,70,2.306,32,231,128,2.875,282.625,2.0,45.0,0.0,221.03488
10636,1959A,2015-12-27 04:00:00,山东省,寿光市,18,38,54,1.83,22,223,181,1.25,203.5,-1.375,86.0,0.0,69,86,3.752,21,419,387,1.25,203.5,-1.375,86.0,0.0,131,96,3.777,7,435,387,1.25,203.5,-1.375,86.0,0.0,234.16728
10644,1959A,2015-12-27 12:00:00,山东省,寿光市,13,82,80,3.307,27,302,204,1.25,203.5,-1.375,86.0,0.0,53,60,2.382,62,369,341,1.25,203.5,-1.375,86.0,0.0,143,96,4.425,28,388,354,1.25,203.5,-1.375,86.0,0.0,247.02913
10660,1959A,2015-12-28 04:00:00,山东省,寿光市,62,18,10,0.256,60,34,18,1.25,203.5,-1.375,86.0,0.0,38,54,1.83,22,223,181,1.25,203.5,-1.375,86.0,0.0,69,86,3.752,21,419,387,1.25,203.5,-1.375,86.0,0.0,66.675735
10668,1959A,2015-12-28 12:00:00,山东省,寿光市,170,11,16,0.483,64,39,13,1.25,203.5,-1.375,86.0,0.0,82,80,3.307,27,302,204,1.25,203.5,-1.375,86.0,0.0,53,60,2.382,62,369,341,1.25,203.5,-1.375,86.0,0.0,59.96551
10684,1959A,2015-12-29 04:00:00,山东省,寿光市,204,26,55,1.116,6,76,62,1.25,203.5,-1.375,86.0,0.0,18,10,0.256,60,34,18,1.25,203.5,-1.375,86.0,0.0,38,54,1.83,22,223,181,1.25,203.5,-1.375,86.0,0.0,130.56976
10692,1959A,2015-12-29 12:00:00,山东省,寿光市,0,141,75,2.693,29,240,170,1.25,203.5,-1.375,86.0,0.0,11,16,0.483,64,39,13,1.25,203.5,-1.375,86.0,0.0,82,80,3.307,27,302,204,1.25,203.5,-1.375,86.0,0.0,120.451126
10708,1959A,2015-12-30 04:00:00,山东省,寿光市,0,69,65,2.232,6,235,204,1.25,203.5,-1.375,86.0,0.0,26,55,1.116,6,76,62,1.25,203.5,-1.375,86.0,0.0,18,10,0.256,60,34,18,1.25,203.5,-1.375,86.0,0.0,94.99107
10716,1959A,2015-12-30 12:00:00,山东省,寿光市,286,50,48,1.381,45,275,0,1.25,203.5,-1.375,86.0,0.0,141,75,2.693,29,240,170,1.25,203.5,-1.375,86.0,0.0,11,16,0.483,64,39,13,1.25,203.5,-1.375,86.0,0.0,57.80633
10732,1959A,2015-12-31 04:00:00,山东省,寿光市,384,0,0,0.0,0,0,0,1.25,203.5,-1.375,86.0,0.0,69,65,2.232,6,235,204,1.25,203.5,-1.375,86.0,0.0,26,55,1.116,6,76,62,1.25,203.5,-1.375,86.0,0.0,105.87279
10740,1959A,2015-12-31 12:00:00,山东省,寿光市,298,75,65,2.095,35,333,286,1.25,203.5,-1.375,86.0,0.0,50,48,1.381,45,275,0,1.25,203.5,-1.375,86.0,0.0,141,75,2.693,29,240,170,1.25,203.5,-1.375,86.0,0.0,187.7674
11308,1960A,2015-12-27 04:00:00,山东省,寿光市,10,46,60,1.474,20,217,167,1.25,203.5,-1.375,86.0,0.0,77,97,3.378,16,411,334,1.25,203.5,-1.375,86.0,0.0,105,110,3.164,3,451,334,1.25,203.5,-1.375,86.0,0.0,186.14844
11316,1960A,2015-12-27 12:00:00,山东省,寿光市,21,75,82,2.613,28,377,247,1.25,203.5,-1.375,86.0,0.0,59,63,2.226,57,376,322,1.25,203.5,-1.375,86.0,0.0,115,103,4.185,28,411,344,1.25,203.5,-1.375,86.0,0.0,242.33449
11332,1960A,2015-12-28 04:00:00,山东省,寿光市,51,17,14,0.171,46,37,10,1.25,203.5,-1.375,86.0,0.0,46,60,1.474,20,217,167,1.25,203.5,-1.375,86.0,0.0,77,97,3.378,16,411,334,1.25,203.5,-1.375,86.0,0.0,87.239395
11340,1960A,2015-12-28 12:00:00,山东省,寿光市,162,23,13,0.124,51,35,21,1.25,203.5,-1.375,86.0,0.0,75,82,2.613,28,377,247,1.25,203.5,-1.375,86.0,0.0,59,63,2.226,57,376,322,1.25,203.5,-1.375,86.0,0.0,85.26466
11356,1960A,2015-12-29 04:00:00,山东省,寿光市,179,29,58,0.7759999999999999,3,68,51,1.25,203.5,-1.375,86.0,0.0,17,14,0.171,46,37,10,1.25,203.5,-1.375,86.0,0.0,46,60,1.474,20,217,167,1.25,203.5,-1.375,86.0,0.0,117.897064
11364,1960A,2015-12-29 12:00:00,山东省,寿光市,216,124,79,2.518,24,264,162,1.25,203.5,-1.375,86.0,0.0,23,13,0.124,51,35,21,1.25,203.5,-1.375,86.0,0.0,75,82,2.613,28,377,247,1.25,203.5,-1.375,86.0,0.0,114.22827
11380,1960A,2015-12-30 04:00:00,山东省,寿光市,131,57,70,2.122,2,228,179,1.25,203.5,-1.375,86.0,0.0,29,58,0.7759999999999999,3,68,51,1.25,203.5,-1.375,86.0,0.0,17,14,0.171,46,37,10,1.25,203.5,-1.375,86.0,0.0,87.17171
11388,1960A,2015-12-30 12:00:00,山东省,寿光市,262,68,64,1.4880000000000002,31,296,216,1.25,203.5,-1.375,86.0,0.0,124,79,2.518,24,264,162,1.25,203.5,-1.375,86.0,0.0,23,13,0.124,51,35,21,1.25,203.5,-1.375,86.0,0.0,179.63028
11404,1960A,2015-12-31 04:00:00,山东省,寿光市,0,39,67,1.354,4,166,131,1.25,203.5,-1.375,86.0,0.0,57,70,2.122,2,228,179,1.25,203.5,-1.375,86.0,0.0,29,58,0.7759999999999999,3,68,51,1.25,203.5,-1.375,86.0,0.0,142.018
11412,1960A,2015-12-31 12:00:00,山东省,寿光市,0,88,73,2.093,31,351,262,1.25,203.5,-1.375,86.0,0.0,68,64,1.4880000000000002,31,296,216,1.25,203.5,-1.375,86.0,0.0,124,79,2.518,24,264,162,1.25,203.5,-1.375,86.0,0.0,201.29169
11980,1653A,2015-12-27 04:00:00,山东省,济宁市,42,77,66,1.235,11,146,116,2.0,118.8,1.0,77.0,0.0,34,98,4.672,9,218,140,1.2,124.4,-0.4,96.6,0.0,41,80,3.705,10,477,356,1.0,194.6,1.6,93.2,0.0,106.805695
11988,1653A,2015-12-27 12:00:00,山东省,济宁市,30,87,65,1.295,28,149,103,0.8,230.6,7.6,56.0,0.0,32,70,3.742,25,417,247,1.8,175.2,0.6,91.4,0.0,58,107,6.245,11,704,384,1.4,312.6,1.2,94.0,0.0,103.420135
12004,1653A,2015-12-28 04:00:00,山东省,济宁市,92,48,34,0.789,21,106,42,3.2,105.8,-1.0,69.4,0.0,77,66,1.235,11,146,116,2.0,118.8,1.0,77.0,0.0,34,98,4.672,9,218,140,1.2,124.4,-0.4,96.6,0.0,92.47743
12012,1653A,2015-12-28 12:00:00,山东省,济宁市,84,29,35,0.436,32,47,30,1.2,52.0,-0.8,52.2,0.0,87,65,1.295,28,149,103,0.8,230.6,7.6,56.0,0.0,32,70,3.742,25,417,247,1.8,175.2,0.6,91.4,0.0,52.439938
12028,1653A,2015-12-29 04:00:00,山东省,济宁市,102,54,52,1.234,10,151,92,0.0,232.4,-1.0,67.8,0.0,48,34,0.789,21,106,42,3.2,105.8,-1.0,69.4,0.0,77,66,1.235,11,146,116,2.0,118.8,1.0,77.0,0.0,116.557785
12036,1653A,2015-12-29 12:00:00,山东省,济宁市,80,87,49,1.041,28,139,84,1.2,217.8,3.4,51.8,0.0,29,35,0.436,32,47,30,1.2,52.0,-0.8,52.2,0.0,87,65,1.295,28,149,103,0.8,230.6,7.6,56.0,0.0,112.293396
12052,1653A,2015-12-30 04:00:00,山东省,济宁市,110,46,50,1.068,9,137,102,1.2,136.8,-1.2,83.6,0.0,54,52,1.234,10,151,92,0.0,232.4,-1.0,67.8,0.0,48,34,0.789,21,106,42,3.2,105.8,-1.0,69.4,0.0,127.48184
12060,1653A,2015-12-30 12:00:00,山东省,济宁市,209,53,37,0.797,27,97,80,4.2,188.6,5.0,68.6,0.0,87,49,1.041,28,139,84,1.2,217.8,3.4,51.8,0.0,29,35,0.436,32,47,30,1.2,52.0,-0.8,52.2,0.0,84.182175
12076,1653A,2015-12-31 04:00:00,山东省,济宁市,222,43,60,1.4069999999999998,10,177,110,0.0,95.0,-1.0,91.4,0.0,46,50,1.068,9,137,102,1.2,136.8,-1.2,83.6,0.0,54,52,1.234,10,151,92,0.0,232.4,-1.0,67.8,0.0,170.52019
12084,1653A,2015-12-31 12:00:00,山东省,济宁市,164,102,69,1.753,19,311,209,1.2,234.4,3.0,83.2,0.0,53,37,0.797,27,97,80,4.2,188.6,5.0,68.6,0.0,87,49,1.041,28,139,84,1.2,217.8,3.4,51.8,0.0,193.76675
12652,1654A,2015-12-27 04:00:00,山东省,济宁市,91,48,59,1.474,6,125,104,2.0,118.8,1.0,77.0,0.0,46,88,4.913,7,288,185,1.2,124.4,-0.4,96.6,0.0,44,76,4.178,6,492,367,1.0,194.6,1.6,93.2,0.0,106.33989
12660,1654A,2015-12-27 12:00:00,山东省,济宁市,46,69,55,1.52,17,157,103,0.8,230.6,7.6,56.0,0.0,43,67,4.208,15,447,286,1.8,175.2,0.6,91.4,0.0,49,102,6.877999999999999,6,624,385,1.4,312.6,1.2,94.0,0.0,101.02814
12676,1654A,2015-12-28 04:00:00,山东省,济宁市,90,36,27,1.1909999999999998,17,117,91,3.2,105.8,-1.0,69.4,0.0,48,59,1.474,6,125,104,2.0,118.8,1.0,77.0,0.0,46,88,4.913,7,288,185,1.2,124.4,-0.4,96.6,0.0,100.736145
12684,1654A,2015-12-28 12:00:00,山东省,济宁市,91,31,38,0.938,19,56,46,1.2,52.0,-0.8,52.2,0.0,69,55,1.52,17,157,103,0.8,230.6,7.6,56.0,0.0,43,67,4.208,15,447,286,1.8,175.2,0.6,91.4,0.0,65.09239
12700,1654A,2015-12-29 04:00:00,山东省,济宁市,105,85,47,1.625,6,154,90,0.0,232.4,-1.0,67.8,0.0,36,27,1.1909999999999998,17,117,91,3.2,105.8,-1.0,69.4,0.0,48,59,1.474,6,125,104,2.0,118.8,1.0,77.0,0.0,124.135315
12708,1654A,2015-12-29 12:00:00,山东省,济宁市,95,85,42,1.402,19,142,91,1.2,217.8,3.4,51.8,0.0,31,38,0.938,19,56,46,1.2,52.0,-0.8,52.2,0.0,69,55,1.52,17,157,103,0.8,230.6,7.6,56.0,0.0,106.53438
12724,1654A,2015-12-30 04:00:00,山东省,济宁市,121,45,38,1.459,0,138,105,1.2,136.8,-1.2,83.6,0.0,85,47,1.625,6,154,90,0.0,232.4,-1.0,67.8,0.0,36,27,1.1909999999999998,17,117,91,3.2,105.8,-1.0,69.4,0.0,129.98076
12732,1654A,2015-12-30 12:00:00,山东省,济宁市,253,45,35,1.347,33,148,95,4.2,188.6,5.0,68.6,0.0,85,42,1.402,19,142,91,1.2,217.8,3.4,51.8,0.0,31,38,0.938,19,56,46,1.2,52.0,-0.8,52.2,0.0,120.133316
12748,1654A,2015-12-31 04:00:00,山东省,济宁市,189,37,56,1.7280000000000002,6,185,121,0.0,95.0,-1.0,91.4,0.0,45,38,1.459,0,138,105,1.2,136.8,-1.2,83.6,0.0,85,47,1.625,6,154,90,0.0,232.4,-1.0,67.8,0.0,169.411
12756,1654A,2015-12-31 12:00:00,山东省,济宁市,169,132,74,2.533,9,370,253,1.2,234.4,3.0,83.2,0.0,45,35,1.347,33,148,95,4.2,188.6,5.0,68.6,0.0,85,42,1.402,19,142,91,1.2,217.8,3.4,51.8,0.0,233.35902
